fold,n_train,n_test,train_base_rate,test_base_rate,brier,log_loss,roc_auc,naive_brier,naive_log_loss
2014,28358,6240,0.09020382255448198,0.10368589743589744,0.0931978413020914,0.34065783005338945,0.5823433520206728,0.09311689845191808,0.3341682216593948
2015,34598,6312,0.09257760564194462,0.0697084917617237,0.06707878057564604,0.2593851798258184,0.5918689621005697,0.06537221430769592,0.25626110126447693
2016,40910,6344,0.08907357614275238,0.07991803278688525,0.07263331275250132,0.2723746164390799,0.6360346953512568,0.07361496479650075,0.2791025276870962
2017,47254,6280,0.08742117069454437,0.10238853503184714,0.09131868161603254,0.3242643761224022,0.6286336858420716,0.09212914492108491,0.331636905148617
2018,53539,6265,0.08943013504174527,0.08347964884277734,0.07575501994658226,0.2814780411277272,0.6175721745709218,0.07654620535786803,0.28740860209806585
2019,59804,6202,0.08895726038392081,0.07981296356014189,0.07795935756631892,0.2846199221455966,0.6160851550373191,0.07352647257229074,0.2788450420538506
2020,66001,6464,0.08802896925804155,0.08771658415841584,0.09043543264453226,0.5143779361620456,0.6174064234377388,0.08002248260644586,0.29722336371197516
2021,72465,6420,0.0879045056234044,0.1014018691588785,0.09050366675756817,0.3271557386320429,0.5953716284852111,0.09130170891237292,0.32923961275716446
2022,78885,6473,0.08872409203270584,0.07060095782481075,0.06545987199572978,0.252949668875036,0.6176399768378416,0.06594491057254744,0.2573613818905761
2023,85353,6615,0.08770634892739564,0.1145880574452003,0.10018477965932669,0.3492245678238035,0.5996399230021763,0.10218026078897201,0.36015487664453777
2024,91968,6642,0.08953114126652749,0.08566696778078892,0.07710262364453649,0.2846485269139254,0.617379585285876,0.07834307024876207,0.29248925063250214
2025,98610,6695,0.08924044214582699,0.09544436146377894,0.08576394520214389,0.3122120639257429,0.6024744533545026,0.08637322394345409,0.31518831331574354
2026,105305,4424,0.08948293053511229,0.07188065099457505,0.06692305867318149,0.2572390022817164,0.6115096177705888,0.06702366325219436,0.2605032098368288
